Vurderingsfagkode;Vurderingsfagnavn;EnhetNavn;2022-23.Muntlig eksamen Snittkarakter;2022-23.Muntlig eksamen Antall elever;2022-23.Skriftlig eksamen Snittkarakter;2022-23.Skriftlig eksamen Antall elever;2022-23.Standpunkt Snittkarakter;2022-23.Standpunkt Antall elever;2023-24.Muntlig eksamen Snittkarakter;2023-24.Muntlig eksamen Antall elever;2023-24.Skriftlig eksamen Snittkarakter;2023-24.Skriftlig eksamen Antall elever;2023-24.Standpunkt Snittkarakter;2023-24.Standpunkt Antall elever;2024-25.Muntlig eksamen Snittkarakter;2024-25.Muntlig eksamen Antall elever;2024-25.Skriftlig eksamen Snittkarakter;2024-25.Skriftlig eksamen Antall elever;2024-25.Standpunkt Snittkarakter;2024-25.Standpunkt Antall elever
KOS2003;Tverrfaglig eksamen kokk- og servitørfag;Oslo voksenopplæring Sinsen;*;*;;;;;;;;;;;;;;;;
KVV2001;Elenergi og automatisering;Alle skoler;;;;;3,6;138;;;;;3,6;162;;;;;3,7;158
KVV2001;Elenergi og automatisering;Alle skoler;;;;;3,6;138;;;;;3,6;162;;;;;3,7;158
KVV2001;Elenergi og automatisering;Alle skoler;;;;;;;;;;;3,2;17;;;;;3,3;19
KVV2001;Elenergi og automatisering;Kuben videregående skole;;;;;;;;;;;3,2;17;;;;;3,3;19
KVV2002;Kulde- og varmepumpeteknikk;Alle skoler;;;;;3,7;138;;;;;3,7;164;;;;;3,8;159
KVV2002;Kulde- og varmepumpeteknikk;Alle skoler;;;;;3,7;138;;;;;3,7;164;;;;;3,8;159
KVV2002;Kulde- og varmepumpeteknikk;Alle skoler;;;;;;;;;;;3,2;17;;;;;3,1;19
KVV2002;Kulde- og varmepumpeteknikk;Kuben videregående skole;;;;;;;;;;;3,2;17;;;;;3,1;19
KVV2003;Ventilasjonsteknikk;Alle skoler;;;;;3,8;138;;;;;3,8;163;;;;;3,6;159
KVV2003;Ventilasjonsteknikk;Alle skoler;;;;;3,8;138;;;;;3,8;163;;;;;3,6;159
KVV2003;Ventilasjonsteknikk;Alle skoler;;;;;;;;;;;3,4;17;;;;;3,2;19
KVV2003;Ventilasjonsteknikk;Kuben videregående skole;;;;;;;;;;;3,4;17;;;;;3,2;19
KVV2004;Tverrfaglig eksamen kulde-, varmepumpe og og ventilasjonsteknikk;Alle skoler;3,7;138;;;;;3,6;161;;;;;3,7;156;;;;
KVV2004;Tverrfaglig eksamen kulde-, varmepumpe og og ventilasjonsteknikk;Alle skoler;3,7;138;;;;;3,6;161;;;;;3,7;156;;;;
KVV2004;Tverrfaglig eksamen kulde-, varmepumpe og og ventilasjonsteknikk;Alle skoler;;;;;;;3,2;16;;;;;3;18;;;;
KVV2004;Tverrfaglig eksamen kulde-, varmepumpe og og ventilasjonsteknikk;Kuben videregående skole;;;;;;;3,2;16;;;;;3;18;;;;
MAT1113;Matematikk 1P-Y EL;Alle skoler;;;3,6;477;3,9;4 007;;;3,5;471;3,9;4 108;;;3,6;329;3,8;4 350
MAT1113;Matematikk 1P-Y EL;Alle skoler;;;3,6;477;3,9;4 007;;;3,5;471;3,9;4 108;;;3,6;329;3,8;4 350
MAT1113;Matematikk 1P-Y EL;Alle skoler;;;3,7;12;3,7;254;;;2,2;13;3,5;246;;;1,8;12;3,7;246
MAT1113;Matematikk 1P-Y EL;Bjørnholt videregående skole;;;;;3,1;49;;;;;2,9;48;;;*;*;3,1;56
MAT1113;Matematikk 1P-Y EL;Elvebakken videregående skole;;;*;*;4,4;62;;;;;4,1;56;;;;;4,3;53
MAT1113;Matematikk 1P-Y EL;Etterstad videregående skole;;;*;*;3,4;42;;;*;*;3,3;43;;;*;*;3,5;39
MAT1113;Matematikk 1P-Y EL;Kuben videregående skole;;;;;3,6;73;;;;;3,3;70;;;;;3,8;70
MAT1113;Matematikk 1P-Y EL;Ullern videregående skole;;;;;4,2;28;;;*;*;3,9;29;;;;;3,9;28
MAT1114;Matematikk 1P-Y EL, muntlig-praktisk;Alle skoler;3,8;26;;;;;4;9;;;;;3,8;34;;;;
MAT1114;Matematikk 1P-Y EL, muntlig-praktisk;Alle skoler;3,8;26;;;;;4;9;;;;;3,8;34;;;;
MAT1114;Matematikk 1P-Y EL, muntlig-praktisk;Alle skoler;3,4;16;;;;;;;;;;;3,5;10;;;;
MAT1114;Matematikk 1P-Y EL, muntlig-praktisk;Bjørnholt videregående skole;2,9;10;;;;;;;;;;;;;;;;
MAT1114;Matematikk 1P-Y EL, muntlig-praktisk;Kuben videregående skole;4,2;6;;;;;;;;;;;*;*;;;;
MAT1114;Matematikk 1P-Y EL, muntlig-praktisk;Ullern videregående skole;;;;;;;;;;;;;*;*;;;;
MAT1117;Matematikk 1P-Y HS;Alle skoler;;;3;487;3,5;7 010;;;3,1;416;3,4;6 629;;;2,8;376;3,4;7 142
MAT1117;Matematikk 1P-Y HS;Alle skoler;;;3;487;3,5;7 010;;;3,1;416;3,4;6 629;;;2,8;376;3,4;7 142
MAT1117;Matematikk 1P-Y HS;Alle skoler;;;*;*;2,9;437;;;2,6;43;3;347;;;*;*;3,1;364
MAT1117;Matematikk 1P-Y HS;Eikelund videregående skole;;;*;*;*;*;;;;;*;*;;;;;*;*
MAT1117;Matematikk 1P-Y HS;Hersleb videregående skole;;;;;2,7;55;;;*;*;2,8;34;;;;;3,1;57
MAT1117;Matematikk 1P-Y HS;Holtet videregående skole;;;;;2,4;69;;;;;2,4;46;;;;;;
MAT1117;Matematikk 1P-Y HS;Kuben videregående skole;;;2,7;10;2,8;94;;;;;2,8;101;;;;;2,8;123
MAT1117;Matematikk 1P-Y HS;Nydalen videregående skole;;;*;*;3,4;76;;;3,1;28;3,4;70;;;*;*;3,9;70
MAT1117;Matematikk 1P-Y HS;Oslo voksenopplæring Helsfyr;;;*;*;*;*;;;;;;;;;;;*;*
MAT1117;Matematikk 1P-Y HS;Oslo voksenopplæring Rosenhof;;;;;*;*;;;;;;;;;;;;
MAT1117;Matematikk 1P-Y HS;Oslo voksenopplæring Sinsen;;;;;;;;;;;*;*;;;;;;
MAT1117;Matematikk 1P-Y HS;Oslo voksenopplæring Skullerud;;;;;2,6;30;;;;;;;;;;;;
MAT1117;Matematikk 1P-Y HS;Stovner videregående skole;;;;;3,2;43;;;*;*;3,4;33;;;*;*;3,1;35
MAT1117;Matematikk 1P-Y HS;Ulsrud videregående skole;;;;;3;60;;;;;3;57;;;;;2,8;70
MAT1118;Matematikk 1P-Y HS, muntlig-praktisk;Alle skoler;3,1;58;;;;;3,8;84;;;;;3,5;44;;;;
MAT1118;Matematikk 1P-Y HS, muntlig-praktisk;Alle skoler;3,1;58;;;;;3,8;84;;;;;3,5;44;;;;
MAT1118;Matematikk 1P-Y HS, muntlig-praktisk;Alle skoler;2,8;12;;;;;;;;;;;3;9;;;;
MAT1118;Matematikk 1P-Y HS, muntlig-praktisk;Hersleb videregående skole;*;*;;;;;;;;;;;;;;;;
MAT1118;Matematikk 1P-Y HS, muntlig-praktisk;Holtet videregående skole;*;*;;;;;;;;;;;;;;;;
MAT1118;Matematikk 1P-Y HS, muntlig-praktisk;Kuben videregående skole;*;*;;;;;;;;;;;*;*;;;;
MAT1118;Matematikk 1P-Y HS, muntlig-praktisk;Ulsrud videregående skole;;;;;;;;;;;;;*;*;;;;
MAT1125;Matematikk 1P-Y RM;Alle skoler;;;2,9;31;3,5;1 050;;;2,6;30;3,5;1 070;;;2,7;82;3,4;1 240
MAT1125;Matematikk 1P-Y RM;Alle skoler;;;2,9;31;3,5;1 050;;;2,6;30;3,5;1 070;;;2,7;82;3,4;1 240
MAT1125;Matematikk 1P-Y RM;Alle skoler;;;*;*;3,4;54;;;2,7;9;3,9;61;;;*;*;3,2;74
MAT1125;Matematikk 1P-Y RM;Akademiet Norsk restaurantskole Sti;;;;;*;*;;;;;4;18;;;;;4;28
MAT1125;Matematikk 1P-Y RM;Etterstad videregående skole;;;*;*;*;*;;;2,7;9;3,9;43;;;*;*;2,7;46
MEL3006;Elenergi;Alle skoler;;;;;4,1;72;;;;;4;80;;;;;4,4;91
MEL3006;Elenergi;Alle skoler;;;;;4,1;72;;;;;4;80;;;;;4,4;91
MEL3007;Automasjon;Alle skoler;;;;;4;72;;;;;4;80;;;;;4,3;91
MEL3007;Automasjon;Alle skoler;;;;;4;72;;;;;4;80;;;;;4,3;91
MEL3008;Elektronisk kommunikasjon;Alle skoler;;;;;4,4;72;;;;;4,4;80;;;;;4,4;91
MEL3008;Elektronisk kommunikasjon;Alle skoler;;;;;4,4;72;;;;;4,4;80;;;;;4,4;91
MEL3009;Organisasjon og ledelse;Alle skoler;;;;;4,7;72;;;;;4,5;80;;;;;4,9;92
MEL3009;Organisasjon og ledelse;Alle skoler;;;;;4,7;72;;;;;4,5;80;;;;;4,9;92
MEL3010;Tverrfaglig eksamen maritim elektrikerfaget;Alle skoler;4,1;72;;;;;;;;;;;;;;;;
MEL3010;Tverrfaglig eksamen maritim elektrikerfaget;Alle skoler;4,1;72;;;;;;;;;;;;;;;;
MEL3104;Maritim elektrikerfaget, skriftlig;Alle skoler;;;;;;;;;3,3;80;;;;;2,7;91;;
MEL3104;Maritim elektrikerfaget, skriftlig;Alle skoler;;;;;;;;;3,3;80;;;;;2,7;91;;
MPR2001;Råvare, produksjon og kvalitet;Alle skoler;;;;;3,9;39;;;;;4,1;33;;;;;4,1;38
MPR2001;Råvare, produksjon og kvalitet;Alle skoler;;;;;3,9;39;;;;;4,1;33;;;;;4,1;38
MPR2002;Bransje og arbeidsliv;Alle skoler;;;;;3,6;41;;;;;3,7;32;;;;;3,9;38
MPR2002;Bransje og arbeidsliv;Alle skoler;;;;;3,6;41;;;;;3,7;32;;;;;3,9;38
MPR2003;Tverrfaglig eksamen kjøttfag og næringsmiddelindustri;Alle skoler;4;35;;;;;4,3;34;;;;;4,1;36;;;;
MPR2003;Tverrfaglig eksamen kjøttfag og næringsmiddelindustri;Alle skoler;4;35;;;;;4,3;34;;;;;4,1;36;;;;
NAT1009;Naturfag vg1 EL;Alle skoler;4,1;84;;;4,1;4 229;3,7;75;;;4;4 302;4,2;77;;;4,1;4 565
NAT1009;Naturfag vg1 EL;Alle skoler;4,1;84;;;4,1;4 229;3,7;75;;;4;4 302;4,2;77;;;4,1;4 565
NAT1009;Naturfag vg1 EL;Alle skoler;4;6;;;3,9;268;3,1;22;;;3,7;262;3;10;;;3,9;266
NAT1009;Naturfag vg1 EL;Bjørnholt videregående skole;;;;;3,2;46;3,2;6;;;2,7;45;*;*;;;3,1;57
NAT1009;Naturfag vg1 EL;Elvebakken videregående skole;;;;;4,6;62;*;*;;;4,2;59;;;;;4,6;58
NAT1009;Naturfag vg1 EL;Etterstad videregående skole;;;;;3,5;42;2,2;6;;;3,5;43;*;*;;;3,8;35
NAT1009;Naturfag vg1 EL;Kuben videregående skole;;;;;4,1;89;;;;;3,9;85;*;*;;;4;88
NAT1009;Naturfag vg1 EL;Ullern videregående skole;4;6;;;3,9;29;*;*;;;3,8;30;;;;;3,6;28
NAT1011;Naturfag vg1 HS;Alle skoler;4;101;;;3,8;6 833;4;101;;;3,8;6 547;4,3;115;;;3,8;7 086
NAT1011;Naturfag vg1 HS;Alle skoler;4;101;;;3,8;6 833;4;101;;;3,8;6 547;4,3;115;;;3,8;7 086
NAT1011;Naturfag vg1 HS;Alle skoler;2,7;7;;;3,3;378;;;;;3,3;331;*;*;;;3,4;356
NAT1011;Naturfag vg1 HS;Eikelund videregående skole;;;;;*;*;;;;;*;*;;;;;*;*
NAT1011;Naturfag vg1 HS;Hersleb videregående skole;;;;;2,7;54;;;;;2,7;36;;;;;2,8;55
NAT1011;Naturfag vg1 HS;Holtet videregående skole;;;;;2,9;66;;;;;2,7;45;;;;;;
NAT1011;Naturfag vg1 HS;Kuben videregående skole;;;;;3,3;94;;;;;3,4;101;*;*;;;3,3;123
NAT1011;Naturfag vg1 HS;Nydalen videregående skole;;;;;4,2;75;;;;;4;72;;;;;4,2;70
NAT1011;Naturfag vg1 HS;Oslo Vo Hovinbyen;;;;;;;;;;;*;*;;;;;;
NAT1011;Naturfag vg1 HS;Oslo voksenopplæring Helsfyr;;;;;*;*;;;;;;;;;;;;
NAT1011;Naturfag vg1 HS;Oslo voksenopplæring Sinsen;;;;;;;;;;;*;*;;;;;;
NAT1011;Naturfag vg1 HS;Oslo voksenopplæring Skullerud;;;;;*;*;;;;;;;;;;;;
NAT1011;Naturfag vg1 HS;Stovner videregående skole;*;*;;;3,8;40;;;;;3,5;33;;;;;*;*
NAT1011;Naturfag vg1 HS;Ulsrud videregående skole;*;*;;;2,7;42;;;;;2,7;35;;;;;3;66
NAT1015;Naturfag vg1 RM;Alle skoler;4,1;17;;;3,5;1 027;3,8;51;;;3,6;1 051;3,5;36;;;3,6;1 228
NAT1015;Naturfag vg1 RM;Alle skoler;4,1;17;;;3,5;1 027;3,8;51;;;3,6;1 051;3,5;36;;;3,6;1 228
NAT1015;Naturfag vg1 RM;Alle skoler;4,8;6;;;3,4;54;;;;;3,9;62;*;*;;;3,3;74
NAT1015;Naturfag vg1 RM;Akademiet Norsk restaurantskole Sti;4,8;6;;;*;*;;;;;4,5;18;3,8;6;;;4,1;28
NAT1015;Naturfag vg1 RM;Etterstad videregående skole;;;;;*;*;;;;;3,6;44;*;*;;;2,9;46
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Alle skoler;;;3,9;886;3,8;23 750;;;3,4;2 516;3,8;24 927;;;3,3;2 869;3,8;24 726
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Alle skoler;;;3,9;886;3,8;23 750;;;3,4;2 516;3,8;24 927;;;3,3;2 869;3,8;24 726
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Alle skoler;;;4,3;25;3,6;1 107;;;3,3;116;3,7;1 127;;;3,3;105;3,7;1 063
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Akademiet Norsk restaurantskole Sti;;;;;*;*;;;*;*;*;*;;;;;*;*
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Akademiet Oslo AS;;;*;*;*;*;;;*;*;4,1;30;;;*;*;4,7;23
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Bjørnholt videregående skole;;;*;*;2,9;71;;;*;*;3,4;75;;;*;*;3,4;71
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Edvard Munch videregående skole;;;;;3,2;49;;;3,4;13;3,7;55;;;4,3;11;4;55
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Eikelund videregående skole;;;;;*;*;;;;;*;*;;;;;*;*
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Elvebakken videregående skole;;;*;*;4;81;;;4,4;10;4,5;60;;;3,8;12;4,1;75
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Etterstad videregående skole;;;;;3;121;;;3,3;17;3,3;126;;;2;15;3,3;154
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Fyrstikkalleen skole;;;*;*;4;44;;;;;3,8;44;;;2,9;13;3,8;44
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Hellerud videregående skole;;;;;3,1;40;;;2,1;8;3,4;45;;;2,6;7;3,7;33
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Hersleb videregående skole;;;;;3,5;51;;;;;3,6;55;;;;;3,5;38
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Holtet videregående skole;;;;;3,2;37;;;;;3,3;35;;;;;;
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Kuben videregående skole;;;3,6;7;3,7;244;;;3,5;15;3,6;257;;;2,8;9;3,6;272
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Natur videregående skole Sti;;;;;3,9;35;;;;;*;*;;;*;*;*;*
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Nydalen videregående skole;;;4,9;9;4;134;;;*;*;4,1;139;;;;;4,3;135
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Oslo Handelsgymnasium;;;;;3,7;30;;;;;*;*;;;;;;
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Oslo voksenopplæring Helsfyr;;;;;*;*;;;;;;;;;;;*;*
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Stovner videregående skole;;;;;3,6;87;;;*;*;3,4;83;;;*;*;2,9;73
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Ullern videregående skole;;;;;3,5;30;;;*;*;4,2;29;;;4;6;4,1;28
NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;Ulsrud videregående skole;;;;;*;*;;;2,7;11;3,7;20;;;;;*;*
NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Alle skoler;4,1;465;;;;;4;417;;;;;4,1;475;;;;
NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Alle skoler;4,1;465;;;;;4;417;;;;;4,1;475;;;;
NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Alle skoler;3,5;51;;;;;4;48;;;;;4,1;44;;;;
NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Bjørnholt videregående skole;;;;;;;*;*;;;;;;;;;;
NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Edvard Munch videregående skole;;;;;;;4,6;8;;;;;;;;;;
NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Elvebakken videregående skole;;;;;;;;;;;;;4,2;6;;;;
NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Etterstad videregående skole;3,5;11;;;;;3,5;11;;;;;4,2;16;;;;
NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Kuben videregående skole;3,2;21;;;;;4,1;22;;;;;3,8;15;;;;
NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Nydalen videregående skole;;;;;;;;;;;;;*;*;;;;
NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Oslo Vo Hovinbyen;;;;;;;*;*;;;;;;;;;;
NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Oslo voksenopplæring Helsfyr;*;*;;;;;;;;;;;*;*;;;;
NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Stovner videregående skole;4;6;;;;;;;;;;;;;;;;
NOR1263;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;Ullern videregående skole;*;*;;;;;;;;;;;;;;;;
RMF1006;Råvare, produksjon og kvalitet;Alle skoler;;;;;3,9;1 123;;;;;3,9;1 137;;;;;3,9;1 308
RMF1006;Råvare, produksjon og kvalitet;Alle skoler;;;;;3,9;1 123;;;;;3,9;1 137;;;;;3,9;1 308
RMF1006;Råvare, produksjon og kvalitet;Alle skoler;;;;;3,8;60;;;;;3,8;63;;;;;3,7;73
RMF1006;Råvare, produksjon og kvalitet;Akademiet Norsk restaurantskole Sti;;;;;*;*;;;;;4,3;19;;;;;4,4;28
RMF1006;Råvare, produksjon og kvalitet;Etterstad videregående skole;;;;;*;*;;;;;3,6;44;;;;;3,3;45
RMF1007;Bransje og arbeidsliv;Alle skoler;;;;;3,8;1 125;;;;;3,7;1 136;;;;;3,8;1 308
RMF1007;Bransje og arbeidsliv;Alle skoler;;;;;3,8;1 125;;;;;3,7;1 136;;;;;3,8;1 308
RMF1007;Bransje og arbeidsliv;Alle skoler;;;;;3,8;59;;;;;3,8;63;;;;;3,8;73
RMF1007;Bransje og arbeidsliv;Akademiet Norsk restaurantskole Sti;;;;;*;*;;;;;3,8;19;;;;;4,3;28
RMF1007;Bransje og arbeidsliv;Etterstad videregående skole;;;;;*;*;;;;;3,8;44;;;;;3,5;45
ROM3007;Elektronikk og kommunikasjonsteknologi;Alle skoler;;;;;;;;;;;;;;;;;4,2;18
ROM3007;Elektronikk og kommunikasjonsteknologi;Alle skoler;;;;;;;;;;;;;;;;;4,2;18
ROM3008;Romteknologi og satellitteknikk;Alle skoler;;;;;;;;;;;;;;;;;4,6;18
ROM3008;Romteknologi og satellitteknikk;Alle skoler;;;;;;;;;;;;;;;;;4,6;18
ROM3009;Telemetri;Alle skoler;;;;;;;;;;;;;;;;;4;18
ROM3009;Telemetri;Alle skoler;;;;;;;;;;;;;;;;;4;18
ROM3010;Romfysikk;Alle skoler;;;;;;;;;;;;;;;;;3,8;18
ROM3010;Romfysikk;Alle skoler;;;;;;;;;;;;;;;;;3,8;18
ROM3011;Fjernanalyse og geografiske informasjonssystemer;Alle skoler;;;;;;;;;;;;;4,5;6;;;3,7;18
ROM3011;Fjernanalyse og geografiske informasjonssystemer;Alle skoler;;;;;;;;;;;;;4,5;6;;;3,7;18
ROM3012;Tverrfaglig eksamen romteknologi;Alle skoler;;;;;;;;;;;;;4,5;17;;;;
ROM3012;Tverrfaglig eksamen romteknologi;Alle skoler;;;;;;;;;;;;;4,5;17;;;;
TAN3005;Smittevern, tannanatomi og fysiologi;Alle skoler;;;;;4;112;;;;;3,6;123;;;;;4,1;108
TAN3005;Smittevern, tannanatomi og fysiologi;Alle skoler;;;;;4;112;;;;;3,6;123;;;;;4,1;108
TAN3005;Smittevern, tannanatomi og fysiologi;Alle skoler;;;;;3,8;12;;;;;3,8;16;;;;;4,4;15
TAN3005;Smittevern, tannanatomi og fysiologi;Hersleb videregående skole;;;;;3,8;12;;;;;3,8;16;;;;;4,4;15
TAN3006;Kommunikasjon og samhandling;Alle skoler;;;;;4,1;113;;;;;3,8;123;;;;;4,2;107
TAN3006;Kommunikasjon og samhandling;Alle skoler;;;;;4,1;113;;;;;3,8;123;;;;;4,2;107
TAN3006;Kommunikasjon og samhandling;Alle skoler;;;;;4,2;12;;;;;4,6;16;;;;;4,7;15
TAN3006;Kommunikasjon og samhandling;Hersleb videregående skole;;;;;4,2;12;;;;;4,6;16;;;;;4,7;15
TAN3007;Yrkesliv i tannhelsesekretærfaget;Alle skoler;;;;;4,1;111;;;;;3,9;119;;;;;4,4;108
TAN3007;Yrkesliv i tannhelsesekretærfaget;Alle skoler;;;;;4,1;111;;;;;3,9;119;;;;;4,4;108
TAN3007;Yrkesliv i tannhelsesekretærfaget;Alle skoler;;;;;4;12;;;;;4,5;16;;;;;5,6;15
TAN3007;Yrkesliv i tannhelsesekretærfaget;Hersleb videregående skole;;;;;4;12;;;;;4,5;16;;;;;5,6;15
TAN3008;Tverrfaglig eksamen, tannhelsesekretær;Alle skoler;4,1;189;;;;;3,6;128;;;;;4,1;114;;;;
TAN3008;Tverrfaglig eksamen, tannhelsesekretær;Alle skoler;4,1;189;;;;;3,6;128;;;;;4,1;114;;;;
TAN3008;Tverrfaglig eksamen, tannhelsesekretær;Alle skoler;4,1;19;;;;;3,8;25;;;;;4,4;16;;;;
TAN3008;Tverrfaglig eksamen, tannhelsesekretær;Hersleb videregående skole;3,9;9;;;;;3,8;18;;;;;*;*;;;;
TAN3008;Tverrfaglig eksamen, tannhelsesekretær;Oslo voksenopplæring Sinsen;4,2;10;;;;;3,7;7;;;;;*;*;;;;
